SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
-0.7692307692307688,0.0,-0.8571428571428574,-0.6666666666666666,Iris-setosa
-0.5384615384615383,1.5999999999999996,-0.8000000000000002,-0.7333333333333334,Iris-setosa
-0.9230769230769227,0.40000000000000036,-0.8571428571428574,-0.7333333333333334,Iris-setosa
-0.3846153846153844,1.4000000000000004,-0.8285714285714287,-0.7333333333333334,Iris-setosa
-0.6153846153846149,0.5999999999999996,-0.8571428571428574,-0.7333333333333334,Iris-setosa
0.9230769230769227,0.40000000000000036,0.08571428571428567,0.06666666666666658,Iris-versicolor
0.4615384615384617,0.40000000000000036,0.028571428571428473,0.1333333333333333,Iris-versicolor
0.8461538461538461,0.20000000000000018,0.14285714285714288,0.1333333333333333,Iris-versicolor
-0.2307692307692305,-1.4000000000000004,-0.11428571428571441,0.0,Iris-versicolor
0.5384615384615383,-0.40000000000000036,0.05714285714285695,0.1333333333333333,Iris-versicolor
-0.07692307692307661,-0.40000000000000036,0.028571428571428473,0.0,Iris-versicolor
0.3846153846153844,0.5999999999999996,0.08571428571428567,0.20000000000000004,Iris-versicolor
-0.6923076923076915,-1.2000000000000002,-0.3142857142857145,-0.20000000000000004,Iris-versicolor
0.6153846153846149,-0.20000000000000018,0.05714285714285695,0.0,Iris-versicolor
-0.461538461538461,-0.5999999999999996,-0.14285714285714302,0.06666666666666658,Iris-versicolor
0.07692307692307729,0.0,-0.057142857142857204,0.1333333333333333,Iris-versicolor
0.1538461538461539,-1.5999999999999996,-0.11428571428571441,-0.20000000000000004,Iris-versicolor
0.2307692307692305,-0.20000000000000018,0.08571428571428567,0.06666666666666658,Iris-versicolor
-0.1538461538461539,-0.20000000000000018,-0.22857142857142868,0.0,Iris-versicolor
0.6923076923076922,0.20000000000000018,0.0,0.06666666666666658,Iris-versicolor
-0.1538461538461539,0.0,0.028571428571428473,0.1333333333333333,Iris-versicolor
0.0,-0.5999999999999996,-0.08571428571428592,-0.20000000000000004,Iris-versicolor
0.3076923076923078,-1.5999999999999996,0.028571428571428473,0.1333333333333333,Iris-versicolor
-0.1538461538461539,-1.0,-0.14285714285714302,-0.1333333333333333,Iris-versicolor
0.07692307692307729,0.40000000000000036,0.11428571428571414,0.3333333333333333,Iris-versicolor
0.2307692307692305,-0.40000000000000036,-0.11428571428571441,0.0,Iris-versicolor
0.3846153846153844,-1.0,0.14285714285714288,0.1333333333333333,Iris-versicolor
0.2307692307692305,-0.40000000000000036,0.08571428571428567,-0.06666666666666672,Iris-versicolor
0.4615384615384617,-0.20000000000000018,-0.028571428571428727,0.0,Iris-versicolor
0.6153846153846149,0.0,0.0,0.06666666666666658,Iris-versicolor
0.7692307692307688,-0.40000000000000036,0.11428571428571414,0.06666666666666658,Iris-versicolor
0.6923076923076922,0.0,0.17142857142857135,0.2666666666666666,Iris-versicolor
0.1538461538461539,-0.20000000000000018,0.028571428571428473,0.1333333333333333,Iris-versicolor
-0.07692307692307661,-0.7999999999999998,-0.2571428571428573,-0.20000000000000004,Iris-versicolor
-0.2307692307692305,-1.2000000000000002,-0.1714285714285716,-0.1333333333333333,Iris-versicolor
-0.2307692307692305,-1.2000000000000002,-0.20000000000000007,-0.20000000000000004,Iris-versicolor
0.0,-0.5999999999999996,-0.14285714285714302,-0.06666666666666672,Iris-versicolor
0.1538461538461539,-0.5999999999999996,0.19999999999999982,0.20000000000000004,Iris-versicolor
-0.3076923076923071,0.0,0.028571428571428473,0.1333333333333333,Iris-versicolor
0.1538461538461539,0.7999999999999998,0.028571428571428473,0.20000000000000004,Iris-versicolor
0.6923076923076922,0.20000000000000018,0.08571428571428567,0.1333333333333333,Iris-versicolor
0.3846153846153844,-1.4000000000000004,0.0,0.0,Iris-versicolor
-0.1538461538461539,0.0,-0.08571428571428592,0.0,Iris-versicolor
-0.2307692307692305,-1.0,-0.11428571428571441,0.0,Iris-versicolor
-0.2307692307692305,-0.7999999999999998,0.0,-0.06666666666666672,Iris-versicolor
0.2307692307692305,0.0,0.05714285714285695,0.06666666666666658,Iris-versicolor
0.0,-0.7999999999999998,-0.11428571428571441,-0.06666666666666672,Iris-versicolor
-0.6153846153846149,-1.4000000000000004,-0.3142857142857145,-0.20000000000000004,Iris-versicolor
-0.1538461538461539,-0.5999999999999996,-0.057142857142857204,0.0,Iris-versicolor
-0.07692307692307661,0.0,-0.057142857142857204,-0.06666666666666672,Iris-versicolor
-0.07692307692307661,-0.20000000000000018,-0.057142857142857204,0.0,Iris-versicolor
0.3076923076923078,-0.20000000000000018,-0.028571428571428727,0.0,Iris-versicolor
-0.07692307692307661,-0.40000000000000036,-0.08571428571428592,0.0,Iris-versicolor
0.3846153846153844,0.5999999999999996,0.4571428571428571,0.7999999999999999,Iris-virginica
0.0,-0.5999999999999996,0.19999999999999982,0.3999999999999999,Iris-virginica
0.9999999999999993,0.0,0.4285714285714286,0.5333333333333333,Iris-virginica
0.3846153846153844,-0.20000000000000018,0.3428571428571427,0.3333333333333333,Iris-virginica
0.5384615384615383,0.0,0.3999999999999999,0.6000000000000001,Iris-virginica
1.3846153846153837,0.0,0.6285714285714284,0.5333333333333333,Iris-virginica
-0.6923076923076915,-1.0,0.028571428571428473,0.2666666666666666,Iris-virginica
1.1538461538461533,-0.20000000000000018,0.5428571428571428,0.3333333333333333,Iris-virginica
0.6923076923076922,-1.0,0.3999999999999999,0.3333333333333333,Iris-virginica
1.0769230769230766,1.2000000000000002,0.4857142857142856,0.7999999999999999,Iris-virginica
0.5384615384615383,0.40000000000000036,0.19999999999999982,0.4666666666666666,Iris-virginica
0.4615384615384617,-0.5999999999999996,0.257142857142857,0.3999999999999999,Iris-virginica
0.7692307692307688,0.0,0.3142857142857142,0.5333333333333333,Iris-virginica
-0.07692307692307661,-1.0,0.17142857142857135,0.4666666666666666,Iris-virginica
0.0,-0.40000000000000036,0.19999999999999982,0.7333333333333333,Iris-virginica
0.4615384615384617,0.40000000000000036,0.257142857142857,0.6666666666666665,Iris-virginica
0.5384615384615383,0.0,0.3142857142857142,0.3333333333333333,Iris-virginica
0.1538461538461539,-1.5999999999999996,0.17142857142857135,0.1333333333333333,Iris-virginica
0.8461538461538461,0.40000000000000036,0.37142857142857144,0.6666666666666665,Iris-virginica
-0.1538461538461539,-0.40000000000000036,0.14285714285714288,0.4666666666666666,Iris-virginica
1.461538461538461,-0.40000000000000036,0.6571428571428571,0.4666666666666666,Iris-virginica
0.3846153846153844,-0.5999999999999996,0.14285714285714288,0.3333333333333333,Iris-virginica
0.6923076923076922,0.5999999999999996,0.37142857142857144,0.5333333333333333,Iris-virginica
1.0769230769230766,0.40000000000000036,0.4571428571428571,0.3333333333333333,Iris-virginica
0.3076923076923078,-0.40000000000000036,0.11428571428571414,0.3333333333333333,Iris-virginica
0.2307692307692305,0.0,0.14285714285714288,0.3333333333333333,Iris-virginica
0.4615384615384617,-0.40000000000000036,0.3428571428571427,0.5333333333333333,Iris-virginica
1.0769230769230766,0.0,0.3999999999999999,0.20000000000000004,Iris-virginica
1.2307692307692306,-0.40000000000000036,0.4857142857142856,0.3999999999999999,Iris-virginica
0.4615384615384617,-0.40000000000000036,0.3428571428571427,0.6000000000000001,Iris-virginica
0.3846153846153844,-0.40000000000000036,0.19999999999999982,0.1333333333333333,Iris-virginica
0.2307692307692305,-0.7999999999999998,0.3428571428571427,0.06666666666666658,Iris-virginica
1.461538461538461,0.0,0.4857142857142856,0.6666666666666665,Iris-virginica
0.3846153846153844,0.7999999999999998,0.3428571428571427,0.7333333333333333,Iris-virginica
0.4615384615384617,0.20000000000000018,0.3142857142857142,0.3333333333333333,Iris-virginica
0.1538461538461539,0.0,0.11428571428571414,0.3333333333333333,Iris-virginica
0.8461538461538461,0.20000000000000018,0.28571428571428575,0.5333333333333333,Iris-virginica
0.6923076923076922,0.20000000000000018,0.3428571428571427,0.7333333333333333,Iris-virginica
0.8461538461538461,0.20000000000000018,0.19999999999999982,0.6666666666666665,Iris-virginica
0.0,-0.5999999999999996,0.19999999999999982,0.3999999999999999,Iris-virginica
0.7692307692307688,0.40000000000000036,0.4285714285714286,0.6666666666666665,Iris-virginica
0.6923076923076922,0.5999999999999996,0.37142857142857144,0.7999999999999999,Iris-virginica
0.6923076923076922,0.0,0.22857142857142854,0.6666666666666665,Iris-virginica
0.3846153846153844,-1.0,0.17142857142857135,0.3999999999999999,Iris-virginica
0.5384615384615383,0.0,0.22857142857142854,0.4666666666666666,Iris-virginica
0.3076923076923078,0.7999999999999998,0.28571428571428575,0.6666666666666665,Iris-virginica
0.07692307692307729,0.0,0.19999999999999982,0.3333333333333333,Iris-virginica
